databaseID	AGORA_ID	CopyNum
GCF_000478885.1_ASM47888v1	Adlercreutzia_equolifaciens_DSM_19450	2
GCF_000479045.1_ASM47904v1	Cetobacterium_somerae_ATCC_BAA_47401	1
GCF_000479315.1_ASM47931v1	Streptococcus_sp_I_P16	3
GCF_000479335.1_ASM47933v1	Streptococcus_sp_I_G2	2
GCF_000482265.1_EC_K12_MG1655_Broad_SNP	Escherichia_coli_str_K_12_substr_MG1655	14
GCF_000482365.1_ASM48236v1	Porphyromonas_uenonis_DSM_23387	1
GCF_000482845.1_ASM48284v1	Anaerobiospirillum_succiniciproducens_DSM_640001	5
GCF_000484655.1_ASM48465v1	Blautia_wexlerae_DSM_19850	1
GCF_000488855.1_ASM48885v1	Eubacterium_brachy_ATCC_33089	1
GCF_000492155.1_Ente_ceco_ATCC43198_V2	Enterococcus_cecorum_DSM_20682	6
GCF_000494875.1_ASM49487v1	Staphylococcus_pasteuri_SP1	5
GCF_000497735.1_BLONGv1.0	Bifidobacterium_longum_E18	4
GCF_000499705.1_ScapHOJ_3778_PRJEB1494	Staphylococcus_capitis_CR0101	1
GCF_000507105.1_KCTC_3706_01	Bacillus_mojavensis_RO_H_1	3
GCF_000510765.1_ASM51076v1	Pseudomonas_oleovorans_MOIL14HWK12	2
GCF_000511755.1_ASM51175v1	Bacteroides_pyogenes_DSM20611	1
GCF_000512125.1_ASM51212v1	Escherichia_albertii_KF1	7
GCF_000513495.2_ASM51349v2	Staphylococcus_cohnii_hu_01	1
GCF_000517165.1_ASM51716v1	Escherichia_coli_str_K_12_substr_MG1655	2
GCF_000517665.1_Rhodococcus_rhodochrous.strain_ATCC_21198_v1.0	Rhodococcus_rhodochrous_ATCC_21198	1
GCF_000518065.1_PseAze1.0	Pseudomonas_nitroreducens_HBP1	1
GCF_000518765.1_ASM51876v1	Ruminococcus_flavefaciens_ATCC_19208	1
GCF_000519105.1_ASM51910v1	Butyricimonas_virosa_DSM_23226	3
GCF_000519165.1_ASM51916v1	Prevotella_intermedia_ATCC_25611	2
GCF_000520015.2_ASM52001v2	Serratia_fonticola_RB_25	7
GCF_000521965.1_Citr_freu_UCI_31_V2	Citrobacter_freundii_UCI_31	8
GCF_000521985.1_Hafn_alve_BIDMC_31_V1	Hafnia_alvei_BIDMC_31	8
GCF_000526055.1_EsuATCC35585v1.0	Eubacterium_sulci_ATCC_35585	1
GCF_000526595.1_ASM52659v1	Cellulosimicrobium_cellulans_J36	1
GCF_000526995.1_ASM52699v1	Clostridium_indolis_DSM_755	6
GCF_000527015.1_ASM52701v1	Bacillus_flexus_27Col1_1E	6
GCF_000565285.1_pBF	Bacillus_firmus_DS1	1
GCF_000568195.1_De_Novo_Assembly	Serratia_fonticola_RB_25	1
GCF_000577295.1_SD_CC_1b	Bacteroides_xylanisolvens_SD_CC_1b	2
GCF_000577955.1_SD_CC_2a	Bacteroides_ovatus_SD_CC_2a	3
GCF_000582785.1_B.massiliensis	Blastococcus_massiliensis_AP3	1
GCF_000585335.1_ASM58533v1	Cloacibacillus_evryensis_DSM_19522	5
GCF_000599565.1_TruePyoMS2391.0	Trueperella_pyogenes_MS249	1
GCF_000612125.1_BreAgr1.0	Brevibacillus_agri_5_2	4
GCF_000612145.1_Z8	Staphylococcus_sciuri_subsp_sciuri_Z8	1
GCF_000613325.1_ASM61332v1	Prevotella_veroralis_DSM_19559	1
GCF_000613345.1_ASM61334v1	Prevotella_disiens_JCM_6334	1
GCF_000613365.1_ASM61336v1	Prevotella_corporis_DSM_18810	3
GCF_000613405.1_ASM61340v1	Prevotella_enoeca_JCM_12259	1
GCF_000613445.1_ASM61344v1	Prevotella_shahii_JCM_12083	1
GCF_000613485.1_ASM61348v1	Prevotella_loescheii_DSM_19665	1
GCF_000613525.1_ASM61352v1	Prevotella_albensis_DSM_11370	1
GCF_000613585.1_ASM61358v1	Prevotella_denticola_DSM20614	1
GCF_000613685.1_ASM61368v1	Bacteroides_salyersiae_WAL_10018	1
GCF_000613705.1_ASM61370v1	Porphyromonas_uenonis_DSM_23387	1
GCF_000613825.1_ASM61382v1	Bacteroides_graminisolvens_DSM_19988	1
GCF_000613985.1_ASM61398v1	Prevotella_nanceiensis_DSM_19126	1
GCF_000614005.1_ASM61400v1	Prevotella_timonensis_4401737	1
GCF_000615125.1_ASM61512v1	Lactobacillus_gasseri_ATCC_33323	1
GCF_000620945.1_ASM62094v1	Clostridium_viride_DSM_6836	2
GCF_000620985.1_ASM62098v1	Brochothrix_thermosphacta_DSM_20171	7
GCF_000621245.1_ASM62124v1	Pseudomonas_monteilii_NBRC_103158	1
GCF_000621285.1_ASM62128v1	Ruminococcus_albus_7	1
GCF_000621505.1_ASM62150v1	Clostridium_cellobioparum_DSM_1351	4
GCF_000621725.1_ASM62172v1	Prevotella_brevis_ATCC_19188	1
GCF_000622145.1_ASM62214v1	Paracoccus_yeei_ATCC_BAA_599	2
GCF_000622225.1_ASM62222v1	Roseomonas_mucosa_ATCC_BAA_692	1
GCF_000657735.1_gbh07v01	Bordetella_hinzii_OH87_BAL007II	3
GCF_000686665.1_ASM68666v1	Clostridium_saccharogumia_DSM_17460	4
GCF_000687615.1_ASM68761v1	Bifidobacterium_boum_DSM_20432	2
GCF_000687635.1_ASM68763v1	Bifidobacterium_ruminantium_DSM_6489	NA
GCF_000687995.1_ASM68799v1	Selenomonas_ruminantium_AC2024	7
GCF_000691145.1_ASM69114v1	Bacillus_altitudinis_41KF2b	1
GCF_000698925.1_ASM69892v1	Prevotella_loescheii_DSM_19665	1
GCF_000701445.1_ASM70144v1	Brevundimonas_bacteroides_DSM_4726	1
GCF_000701665.1_ASM70166v1	Eubacterium_desmolans_ATCC_43058	1
GCF_000701685.1_ASM70168v1	Gemella_sanguinis_ATCC700632	3
GCF_000702045.1_ASM70204v1	Succinivibrio_dextrinosolvens_H5	5
GCF_000702065.1_ASM70206v1	Kandleria_vitulina_DSM_20405	6
GCF_000702585.1_ASM70258v1	Exiguobacterium_aurantiacum_DSM_6208	9
GCF_000702905.1_ASM70290v1	Mitsuokella_jalaludinii_DSM_13811	4
GCF_000708125.1_RIV2	Aeromonas_jandaei_Riv2	1
GCF_000723465.1_Rb803	Ruminococcus_bicirculans_80_3	NA
GCF_000725405.1_ASM72540v1	Dermacoccus_nishinomiyaensis	6
GCF_000730205.1_ASM73020v1	Bifidobacterium_longum_longum_JCM_1217	3
GCF_000730605.1_ASM73060v1	Pseudomonas_monteilii_NBRC_103158	1
GCF_000733845.1_ASM73384v1	Geobacillus_vulcani_PSS1	9
GCF_000734905.1_ASM73490v1	Citrobacter_freundii_ATCC_8090	1
GCF_000734965.1_ASM73496v1	Trabulsiella_guamensis_ATCC_49490	1
GCF_000735365.1_GKAS_DRAFTv1	Kluyvera_ascorbata_ATCC_33433	1
GCF_000735425.1_GLGR_DRAFTv1	Leminorella_grimontii_ATCC_33999	5
GCF_000735435.1_GRPL_DRAFTv1	Raoultella_planticola_ATCC_33531	1
GCF_000735525.1_GTPT_DRAFTv1	Tatumella_ptyseos_ATCC_33301	1
GCF_000739855.1_ASM73985v1	Alcaligenes_faecalis_subsp_faecalis_NBRC_13111	1
GCF_000741205.1_Bifgalcum	Bifidobacterium_gallicum_DSM_20093	2
GCF_000741285.1_Bifmon	Bifidobacterium_mongoliense_DSM_21395	1
GCF_000741685.1_Bifpsetum	Bifidobacterium_pseudocatenulatum_DSM_20438	5
GCF_000747315.1_ASM74731v1	Corynebacterium_ureicelerivorans	4
GCF_000751775.1_A1A	Bacillus_thermoamylovorans	1
GCF_000754645.1_VF560_1	Vibrio_fluvialis_560	2
GCF_000754805.1_YFB	Yersinia_frederiksenii_ATCC_33641	7
GCF_000758365.1_ASM75836v1	Lactobacillus_salivarius_HO66_ATCC_11741	7
GCF_000770925.1_DSM-6489	Bifidobacterium_ruminantium_DSM_6489	1
GCF_000770985.1_DSM-13734	Bifidobacterium_scardovii_JCM_12489	1
GCF_000771005.1_DSM-15837	Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837	1
GCF_000771025.1_DSM-16992	Bifidobacterium_catenulatum_DSM_16992	1
GCF_000771165.1_DSM-20093	Bifidobacterium_gallicum_DSM_20093	1
GCF_000771205.1_DSM-20098	Bifidobacterium_angulatum_DSM_20098	1
GCF_000771225.1_DSM-20099	Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099	1
GCF_000771345.1_DSM-20216	Bifidobacterium_coryneforme_DSM_20216	1
GCF_000771385.1_DSM-20432	Bifidobacterium_boum_DSM_20432	1
GCF_000771445.1_DSM-20438	Bifidobacterium_pseudocatenulatum_DSM_20438	3
GCF_000771525.1_DSM-21395	Bifidobacterium_mongoliense_DSM_21395	1
GCF_000771545.1_DSM-21854	Bifidobacterium_kashiwanohense_DSM_21854	1
GCF_000801205.1_ASM80120v1	Escherichia_coli_str_K_12_substr_MG1655	7
GCF_000818035.1_ASM81803v1	Neisseria_elongata_subsp_glycolytica_ATCC_29315	4
GCF_000818055.1_ASM81805v1	Bifidobacterium_animalis_lactis_DSM_10140	4
GCF_000825005.1_BIC1206122787.V1	Bifidobacterium_longum_infantis_ATCC_15697	1
GCF_000825025.1_BIC1307292462.V1	Bifidobacterium_longum_infantis_ATCC_15697	2
GCF_000825045.1_BIC1401111250.V1	Bifidobacterium_longum_infantis_ATCC_15697	2
GCF_000825065.1_BIC1401212621a.V1	Bifidobacterium_longum_infantis_ATCC_15697	1
GCF_000825085.1_BIC1401212621b.V1	Bifidobacterium_longum_infantis_ATCC_15697	1
GCF_000825105.1_BIB1401242951.V1	Bifidobacterium_longum_infantis_ATCC_15697	2
GCF_000825125.1_BIB1401272845a.V1	Bifidobacterium_longum_infantis_ATCC_15697	2
GCF_000825145.1_BIB1401272845b.V1	Bifidobacterium_longum_infantis_ATCC_15697	1
GCF_000829295.1_ASM82929v1	Bifidobacterium_longum_longum_JCM_1217	4
GCF_000832165.1_ASM83216v1	Bacillus_thermoamylovorans	4
GCF_000832175.1_ASM83217v1	Bacillus_thermoamylovorans	2
GCF_000832185.1_ASM83218v1	Bacillus_thermoamylovorans	3
GCF_000832245.1_ASM83224v1	Bacillus_thermoamylovorans	1
GCF_000834375.1_ASM83437v1	Yersinia_pseudotuberculosis_YPIII	7
GCF_000940235.1_2e7A_assembly	Bacteroides_intestinalis_341_DSM_17393	4
GCF_000981805.1_ASM98180v1	Citrobacter_amalonaticus_Y19	7
GCF_001005065.1_ASM100506v1	Bifidobacterium_scardovii_JCM_12489	1
GCF_001006485.1_ASM100648v1	Tannerella_forsythia_ATCC_43037	1
GCF_001025155.1_ASM102515v1	Bifidobacterium_angulatum_DSM_20098	4
GCF_001025195.1_ASM102519v1	Bifidobacterium_catenulatum_DSM_16992	5
GCF_001025215.1_ASM102521v1	Bifidobacterium_pseudocatenulatum_DSM_20438	6
GCF_001040725.1_Lactobacillus_mucosae	Lactobacillus_mucosae_LM1	7
GCF_001042615.1_ASM104261v1	Bifidobacterium_kashiwanohense_DSM_21854	5
GCF_001042635.1_ASM104263v1	Bifidobacterium_scardovii_JCM_12489	3
GCF_001046835.1_ASM104683v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_001050075.1_Mycobacterium_fortuitum_ATCC_6841	Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621	2
GCF_001051015.2_ASM105101v2	Bifidobacterium_longum_infantis_ATCC_15697	8
GCF_001063855.1_ASM106385v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_001066665.1_ASM106666v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_001067265.1_ASM106726v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_001073405.1_ASM107340v1	Staphylococcus_intermedius_ATCC_27335	4
GCF_001073635.1_ASM107363v1	Staphylococcus_intermedius_ATCC_27335	1
GCF_001188835.1_ASM118883v1	Aggregatibacter_aphrophilus_NJ8700	6
GCF_001189495.1_ASM118949v1	Eubacterium_sulci_ATCC_35585	2
GCF_001281305.1_ASM128130v1	Bifidobacterium_longum_infantis_ATCC_15697	3
GCF_001293145.1_ASM129314v1	Bifidobacterium_longum_longum_JCM_1217	3
GCF_001308065.1_ASM130806v1	Escherichia_coli_str_K_12_substr_MG1655	7
GCF_001312825.1_ASM131282v1	Ruminococcus_champanellensis_18P13	1
GCF_001315785.1_ASM131578v1	Bacteroides_coprophilus_DSM_18228	1
GCF_001434175.1_ASM143417v1	Lactobacillus_plantarum_subsp_plantarum_ATCC_14917	1
GCF_001434535.1_ASM143453v1	Lactobacillus_animalis_KCTC_3501	1
GCF_001434655.1_ASM143465v1	Lactobacillus_hilgardii_ATCC_8290	4
GCF_001434945.1_ASM143494v1	Lactobacillus_helveticus_DSM_20075	1
GCF_001435015.1_ASM143501v1	Lactobacillus_iners_DSM_13335	1
GCF_001435475.1_ASM143547v1	Lactobacillus_antri_DSM_16041	1
GCF_001435665.1_ASM143566v1	Lactobacillus_amylolyticus_DSM_11664	1
GCF_001435915.1_ASM143591v1	Lactobacillus_vaginalis_ATCC_49540	2
GCF_001436305.1_ASM143630v1	Lactobacillus_ultunensis_DSM_16047	1
GCF_001436965.1_ASM143696v1	Kandleria_vitulina_DSM_20405	1
GCF_001437195.1_ASM143719v1	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	2
GCF_001437585.1_ASM143758v1	Olsenella_uli_DSM_7084	1
GCF_001535605.1_ASM153560v1	Bifidobacterium_stercoris_DSM_24849	10
GCF_001544635.1_ASM154463v1	Escherichia_coli_str_K_12_substr_MG1655	7
GCF_001546275.1_ASM154627v1	Bifidobacterium_longum_longum_JCM_1217	2
GCF_001552475.1_ASM155247v1	Microbacterium_oleivorans_NBRC_103075	1
GCF_001552575.1_ASM155257v1	Rhodococcus_equi_ATCC_33707	1
GCF_001553335.1_ASM155333v1	Veillonella_parvula_Te3_DSM_2008	2
GCF_001566335.1_ASM156633v1	Escherichia_coli_str_K_12_substr_MG1655	7
GCF_001578635.1_ASM157863v1	Bacteroides_intestinalis_341_DSM_17393	1
GCF_001584405.1_ASM158440v1	Brevibacterium_massiliense_5401308	1
GCF_001595465.1_ASM159546v1	Bifidobacterium_longum_longum_JCM_1217	1
GCF_001618905.1_ASM161890v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_001643955.1_ASM164395v1	Campylobacter_hyointestinalis_subsp_hyointestinalis_LMG_9260	3
GCF_001657495.1_ASM165749v1	Lactobacillus_reuteri_F275_JCM_1112	7
GCF_001686105.1_ASM168610v1	Bifidobacterium_longum_infantis_ATCC_15697	4
GCF_001686125.1_ASM168612v1	Bifidobacterium_longum_infantis_ATCC_15697	5
GCF_001688685.2_ASM168868v2	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_001703855.1_ASM170385v1	Lactobacillus_reuteri_F275_JCM_1112	7
GCF_001703865.1_ASM170386v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_001703875.1_ASM170387v1	Lactobacillus_reuteri_F275_JCM_1112	NA
GCF_001703885.1_ASM170388v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_001703935.1_ASM170393v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_001705505.1_ASM170550v1	Lactobacillus_reuteri_F275_JCM_1112	12
GCF_001715655.1_ASM171565v1	Brochothrix_thermosphacta_DSM_20171	1
GCF_001719085.1_ASM171908v1	Bifidobacterium_longum_longum_JCM_1217	4
GCF_001723525.1_ASM172352v1	Lactobacillus_salivarius_HO66_ATCC_11741	7
GCF_001748345.1_Afaecalis_assembly01	Alcaligenes_faecalis_subsp_faecalis_NBRC_13111	1
GCF_001870755.1_ASM187075v1	Bifidobacterium_longum_infantis_ATCC_15697	2
GCF_001885885.1_ASM188588v1	Enterococcus_cecorum_DSM_20682	1
GCF_001889975.1_ASM188997v1	Lactobacillus_reuteri_F275_JCM_1112	7
GCF_001892925.1_ASM189292v1	Bifidobacterium_animalis_lactis_DSM_10140	2
GCF_001908935.1_ASM190893v1	Dermacoccus_nishinomiyaensis	8
GCF_001908945.1_ASM190894v1	Dermacoccus_nishinomiyaensis	5
GCF_001938785.1_ASM193878v1	Tannerella_forsythia_ATCC_43037	1
GCF_001941425.1_ASM194142v1	Corynebacterium_ammoniagenes_DSM_20306	4
GCF_001953955.1_ASM195395v1	Prevotella_intermedia_ATCC_25611	4
GCF_001997165.1_ASM199716v1	Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305	1
GCF_002005185.1_ASM200518v1	Veillonella_parvula_Te3_DSM_2008	4
GCF_002007085.1_ASM200708v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002027295.1_ASM202729v1	Lactobacillus_reuteri_F275_JCM_1112	11
GCF_002073355.2_ASM207335v2	Staphylococcus_intermedius_ATCC_27335	4
GCF_002075875.1_Bbif1898B	Bifidobacterium_longum_longum_JCM_1217	3
GCF_002075935.1_Bbif1897B	Bifidobacterium_longum_longum_JCM_1217	4
GCF_002076015.1_Bbif1890B	Bifidobacterium_longum_longum_JCM_1217	5
GCF_002076025.1_Bbif1888B	Bifidobacterium_longum_infantis_ATCC_15697	4
GCF_002076095.1_Bbif1886B	Bifidobacterium_longum_longum_JCM_1217	5
GCF_002079325.1_ASM207932v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079335.1_ASM207933v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_002079365.1_ASM207936v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_002079385.1_ASM207938v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079405.1_ASM207940v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079425.1_ASM207942v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079435.1_ASM207943v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079465.1_ASM207946v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_002079485.1_ASM207948v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_002079505.1_ASM207950v1	Lactobacillus_salivarius_HO66_ATCC_11741	3
GCF_002079525.1_ASM207952v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_002079545.1_ASM207954v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079565.1_ASM207956v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079585.1_ASM207958v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079595.1_ASM207959v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079625.1_ASM207962v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079645.1_ASM207964v1	Lactobacillus_salivarius_HO66_ATCC_11741	3
GCF_002079685.1_ASM207968v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079705.1_ASM207970v1	Lactobacillus_salivarius_HO66_ATCC_11741	3
GCF_002079715.1_ASM207971v1	Lactobacillus_salivarius_HO66_ATCC_11741	NA
GCF_002079745.1_ASM207974v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_002079765.1_ASM207976v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079785.1_ASM207978v1	Lactobacillus_salivarius_HO66_ATCC_11741	2
GCF_002079795.1_ASM207979v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079805.1_ASM207980v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079845.1_ASM207984v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079905.1_ASM207990v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002079925.1_ASM207992v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002112185.1_ASM211218v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002112195.1_ASM211219v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002112225.1_ASM211222v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002112245.1_ASM211224v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002112805.1_ASM211280v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002128345.1_ASM212834v1	Oxalobacter_formigenes_OXCC13	2
GCF_002128485.1_ASM212848v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128495.1_ASM212849v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002128515.1_ASM212851v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128525.1_ASM212852v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002128555.1_ASM212855v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128585.1_ASM212858v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002128605.1_ASM212860v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128615.1_ASM212861v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128635.1_ASM212863v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002128655.1_ASM212865v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128685.1_ASM212868v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002128705.1_ASM212870v1	Lactobacillus_reuteri_F275_JCM_1112	4
GCF_002128715.1_ASM212871v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128745.1_ASM212874v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002128755.1_ASM212875v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002128765.1_ASM212876v1	Lactobacillus_reuteri_F275_JCM_1112	1
GCF_002135095.1_ASM213509v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002156605.1_ASM215660v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002159305.1_ASM215930v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002159345.1_ASM215934v1	Lactobacillus_salivarius_HO66_ATCC_11741	3
GCF_002159415.1_ASM215941v1	Odoribacter_splanchnicus_1651_6_DSM_20712	NA
GCF_002160565.1_ASM216056v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002160855.1_ASM216085v1	Lactobacillus_salivarius_HO66_ATCC_11741	4
GCF_002161265.1_ASM216126v1	Lactobacillus_salivarius_HO66_ATCC_11741	4
GCF_002161635.1_ASM216163v1	Odoribacter_splanchnicus_1651_6_DSM_20712	NA
GCF_002162055.1_ASM216205v1	Lactobacillus_salivarius_HO66_ATCC_11741	7
GCF_002221655.1_ASM222165v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_002224675.1_ASM222467v1	Prevotella_copri_CB7_DSM_18205	7
GCF_002250405.1_ASM225040v1	Lactobacillus_salivarius_HO66_ATCC_11741	11
GCF_002253625.1_ASM225362v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253665.1_ASM225366v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253685.1_ASM225368v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253705.1_ASM225370v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_002253725.1_ASM225372v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253745.1_ASM225374v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002253755.1_ASM225375v1	Lactobacillus_reuteri_F275_JCM_1112	4
GCF_002253765.1_ASM225376v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253785.1_ASM225378v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_002253825.1_ASM225382v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002253835.1_ASM225383v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253865.1_ASM225386v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253875.1_ASM225387v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253905.1_ASM225390v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002253925.1_ASM225392v1	Lactobacillus_reuteri_F275_JCM_1112	4
GCF_002253945.1_ASM225394v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002253955.1_ASM225395v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002253965.1_ASM225396v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_002253975.1_ASM225397v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002254025.1_ASM225402v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002254035.1_ASM225403v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002254045.1_ASM225404v1	Lactobacillus_reuteri_F275_JCM_1112	4
GCF_002254085.1_ASM225408v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002254095.1_ASM225409v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002254105.1_ASM225410v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002254115.1_ASM225411v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_002254165.1_ASM225416v1	Lactobacillus_reuteri_F275_JCM_1112	2
GCF_002254175.1_ASM225417v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002254185.1_ASM225418v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002254195.1_ASM225419v1	Lactobacillus_reuteri_F275_JCM_1112	5
GCF_002254245.1_ASM225424v1	Lactobacillus_reuteri_F275_JCM_1112	3
GCF_002254255.1_ASM225425v1	Lactobacillus_reuteri_F275_JCM_1112	6
GCF_002276185.1_ASM227618v1	Bifidobacterium_longum_longum_JCM_1217	1
GCF_002289605.1_ASM228960v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289615.1_ASM228961v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289625.1_ASM228962v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289665.1_ASM228966v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289675.1_ASM228967v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289685.1_ASM228968v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289725.1_ASM228972v1	Lactobacillus_salivarius_HO66_ATCC_11741	7
GCF_002289735.1_ASM228973v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289745.1_ASM228974v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289785.1_ASM228978v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289795.1_ASM228979v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289815.1_ASM228981v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289845.1_ASM228984v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289865.1_ASM228986v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289875.1_ASM228987v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289905.1_ASM228990v1	Lactobacillus_salivarius_HO66_ATCC_11741	NA
GCF_002289925.1_ASM228992v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289935.1_ASM228993v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289965.1_ASM228996v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002289985.1_ASM228998v1	Lactobacillus_salivarius_HO66_ATCC_11741	1
GCF_002356055.1_ASM235605v1	Staphylococcus_intermedius_ATCC_27335	4
GCF_002529085.1_ASM252908v1	Tannerella_forsythia_ATCC_43037	1
GCF_002529295.1_ASM252929v1	Tannerella_forsythia_ATCC_43037	1
GCF_002556665.1_ASM255666v1	Clostridium_leptum_DSM_753	1
GCF_002735985.1_ASM273598v1	Lactobacillus_salivarius_HO66_ATCC_11741	7
