NCBI_ID	RefSeq_biosample	Organism	GenomeID	RefSeq_assembly_accession	RefSeq_bioproject	RefSeq_ftp_path	# assembly_accession	bioproject	ftp_path
575587	SAMN02463730	Acinetobacter junii SH205	2269	GCF_000162075.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/075/GCF_000162075.1_ASM16207v1	GCA_000162075.1	PRJNA38341	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/075/GCA_000162075.1_ASM16207v1
575594	SAMN02463725	Lactobacillus coleohominis 101-4-CHN	2188	GCF_000161935.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/935/GCF_000161935.1_ASM16193v1	GCA_000161935.1	PRJNA37949	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/935/GCA_000161935.1_ASM16193v1
575595	SAMN02463740	Lactobacillus crispatus 125-2-CHN	1815	GCF_000162255.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/255/GCF_000162255.1_ASM16225v1	GCA_000162255.1	PRJNA38361	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/255/GCA_000162255.1_ASM16225v1
580050	SAMN02603172	Bifidobacterium animalis lactis Bl-04, ATCC SD5219	844	GCF_000022705.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/705/GCF_000022705.1_ASM2270v1	GCA_000022705.1	PRJNA32897	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/705/GCA_000022705.1_ASM2270v1
585054	SAMEA3138228	Escherichia fergusonii ATCC 35469	1877	GCF_000026225.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/225/GCF_000026225.1_ASM2622v1	GCA_000026225.1	PRJNA33369	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/225/GCA_000026225.1_ASM2622v1
585394	SAMN02604129	Roseburia hominis A2-183	2752	GCF_000225345.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/345/GCF_000225345.1_ASM22534v1	GCA_000225345.1	PRJNA33399	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/345/GCA_000225345.1_ASM22534v1
585501	SAMN00002241	Oribacterium sinus F0268	13439	GCF_000160635.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/635/GCF_000160635.1_ASM16063v1	GCA_000160635.1	PRJNA34635	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/635/GCA_000160635.1_ASM16063v1
585506	SAMN00139194	Weissella paramesenteroides ATCC 33313	2012	GCF_000160575.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/575/GCF_000160575.1_ASM16057v1	GCA_000160575.1	PRJNA34661	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/575/GCA_000160575.1_ASM16057v1
585517	SAMN00002242	Lactobacillus reuteri MM2-3	438	GCF_000160715.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/715/GCF_000160715.1_ASM16071v1	GCA_000160715.1	PRJNA34627	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/715/GCA_000160715.1_ASM16071v1
585520	SAMN00139430	Lactobacillus helveticus DSM 20075	672	GCF_000160855.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/855/GCF_000160855.1_ASM16085v1	GCA_000160855.1	PRJNA34619	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/855/GCA_000160855.1_ASM16085v1
585520	SAMN02369370	Lactobacillus helveticus DSM 20075	672	GCF_001434945.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/945/GCF_001434945.1_ASM143494v1	GCA_001434945.1	PRJNA222257	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/434/945/GCA_001434945.1_ASM143494v1
585524	SAMN00262700	Lactobacillus amylolyticus DSM 11664	2108	GCF_000178475.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/475/GCF_000178475.1_ASM17847v1	GCA_000178475.1	PRJNA34615	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/475/GCA_000178475.1_ASM17847v1
585524	SAMN02369499	Lactobacillus amylolyticus DSM 11664	2108	GCF_001435665.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/435/665/GCF_001435665.1_ASM143566v1	GCA_001435665.1	PRJNA222257	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/435/665/GCA_001435665.1_ASM143566v1
585543	SAMN02463737	Bacteroides sp. D20	13701	GCF_000162215.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/215/GCF_000162215.1_ASM16221v1	GCA_000162215.1	PRJNA38355	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/215/GCA_000162215.1_ASM16221v1
585544	SAMN02463819	Bacteroides sp. D22	13701	GCF_000163675.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/675/GCF_000163675.1_ASM16367v1	GCA_000163675.1	PRJNA41953	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/675/GCA_000163675.1_ASM16367v1
586220	SAMN00139187	Leuconostoc mesenteroides subsp. cremoris ATCC 19254	1078	GCF_000160595.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/595/GCF_000160595.1_ASM16059v1	GCA_000160595.1	PRJNA34629	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/595/GCA_000160595.1_ASM16059v1
591001	SAMN02598507	Acidaminococcus fermentans DSM 20731	1899	GCF_000025305.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/305/GCF_000025305.1_ASM2530v1	GCA_000025305.1	PRJNA33685	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/305/GCA_000025305.1_ASM2530v1
591365	SAMD00060960	Streptococcus intermedius JTH08	1878	GCF_000306805.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/805/GCF_000306805.1_ASM30680v1	GCA_000306805.1	PRJDA33443	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/805/GCA_000306805.1_ASM30680v1
592010	SAMN02436801	Abiotrophia defectiva ATCC 49176	1960	GCF_000160075.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/075/GCF_000160075.2_ASM16007v2	GCA_000160075.2	PRJNA33011	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/075/GCA_000160075.2_ASM16007v2
592028	SAMN00008820	Dialister invisus DSM 15470	1948	GCF_000160055.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/055/GCF_000160055.1_ASM16005v1	GCA_000160055.1	PRJNA33143	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/055/GCA_000160055.1_ASM16005v1
592031	SAMN00008823	Eubacterium saphenum ATCC 49989	1858	GCF_000161975.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/975/GCF_000161975.1_ASM16197v1	GCA_000161975.1	PRJNA33149	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/975/GCA_000161975.1_ASM16197v1
596315	SAMN00008344	Peptostreptococcus stomatis DSM 17678	2069	GCF_000147675.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/675/GCF_000147675.1_ASM14767v1	GCA_000147675.2	PRJNA34073	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/675/GCA_000147675.2_ASM14767v1
596320	SAMN00001913	Neisseria flavescens SK114	2006	GCF_000175275.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/275/GCF_000175275.1_ASM17527v1	GCA_000175275.1	PRJNA34085	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/275/GCA_000175275.1_ASM17527v1
596327	SAMN00002220	Porphyromonas uenonis 60-3	1956	GCF_000174775.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/775/GCF_000174775.1_ASM17477v1	GCA_000174775.1	PRJNA34101	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/775/GCA_000174775.1_ASM17477v1
613026	SAMN02463714	Helicobacter bilis ATCC 43879	2093	GCF_000158435.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/435/GCF_000158435.2_Heli_bilis_ATCC43879_V2	GCA_000158435.2	PRJNA32489	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/435/GCA_000158435.2_Heli_bilis_ATCC43879_V2
622312	SAMN00008857	Roseburia inulinivorans DSM 16841	2081	GCF_000174195.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/195/GCF_000174195.1_ASM17419v1	GCA_000174195.1	PRJNA30757	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/195/GCA_000174195.1_ASM17419v1
626095	SAMN02435844	Ureaplasma urealyticum serovar 8 str. ATCC 27618	717	GCF_000169535.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/169/535/GCF_000169535.1_ASM16953v1	GCA_000169535.1	PRJNA19089	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/535/GCA_000169535.1_ASM16953v1
626369	SAMN02595330	Granulicatella elegans ATCC 700633	2199	GCF_000162475.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/475/GCF_000162475.2_Gran_ele_ATCC_700633_V2	GCA_000162475.2	PRJNA38745	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/475/GCA_000162475.2_Gran_ele_ATCC_700633_V2
626522	SAMN00008849	Alloprevotella tannerae ATCC 51259	1950	GCF_000159995.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/995/GCF_000159995.1_ASM15999v1	GCA_000159995.1	PRJNA33153	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/995/GCA_000159995.1_ASM15999v1
626939	SAMN00189153	Phascolarctobacterium succinatutens YIT 12067	2893	GCF_000188175.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/175/GCF_000188175.1_ASM18817v1	GCA_000188175.1	PRJNA48505	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/175/GCA_000188175.1_ASM18817v1
629741	SAMN00008832	Kingella oralis ATCC 51147	1949	GCF_000160435.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/435/GCF_000160435.1_ASM16043v1	GCA_000160435.1	PRJNA33145	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/435/GCA_000160435.1_ASM16043v1
632245	SAMN02470281	Clostridium butyricum E4 str. BoNT E BL5262	1593	GCF_000182605.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/605/GCF_000182605.1_ASM18260v1	GCA_000182605.1	PRJNA34907	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/605/GCA_000182605.1_ASM18260v1
633147	SAMN00016989	Olsenella uli DSM 7084	1930	GCF_000143845.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/845/GCF_000143845.1_ASM14384v1	GCA_000143845.1	PRJNA36641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/845/GCA_000143845.1_ASM14384v1
633147	SAMN02797808	Olsenella uli DSM 7084	1930	GCF_001437585.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/585/GCF_001437585.1_ASM143758v1	GCA_001437585.1	PRJNA222257	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/437/585/GCA_001437585.1_ASM143758v1
633697	SAMN02256545	Eubacterium cellulosolvens 6	2759	GCF_000183525.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/525/GCF_000183525.2_ASM18352v3	GCA_000183525.3	PRJNA45821	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/525/GCA_000183525.3_ASM18352v3
634176	SAMN02602980	Aggregatibacter aphrophilus NJ8700	1926	GCF_000022985.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/985/GCF_000022985.1_ASM2298v1	GCA_000022985.1	PRJNA36579	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/985/GCA_000022985.1_ASM2298v1
634176	SAMN02988840	Aggregatibacter aphrophilus NJ8700	1926	GCF_001188835.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/835/GCF_001188835.1_ASM118883v1	GCA_001188835.1	PRJNA258126	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/835/GCA_001188835.1_ASM118883v1
634498	SAMN02603710	Methanobrevibacter ruminantium M1	1913	GCF_000024185.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/185/GCF_000024185.1_ASM2418v1	GCA_000024185.1	PRJNA34681	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/185/GCA_000024185.1_ASM2418v1
638301	SAMN00139322	Granulicatella adiacens ATCC 49175	2115	GCF_000160675.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/675/GCF_000160675.1_ASM16067v1	GCA_000160675.1	PRJNA37271	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/675/GCA_000160675.1_ASM16067v1
640513	SAMN02232020	Enterobacter asburiae LF7a	2466	GCF_000224675.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/675/GCF_000224675.1_ASM22467v1	GCA_000224675.1	PRJNA41509	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/675/GCA_000224675.1_ASM22467v1
641112	SAMN02471821	Ruminococcus flavefaciens FD-1	2141	GCF_000174895.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/895/GCF_000174895.1_ASM17489v1	GCA_000174895.1	PRJNA37767	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/895/GCA_000174895.1_ASM17489v1
641143	SAMN02595375	Capnocytophaga granulosa ATCC 51502	2535	GCF_000411115.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/115/GCF_000411115.1_Capn_gran_ATCC_51502_V1	GCA_000411115.1	PRJNA41985	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/115/GCA_000411115.1_Capn_gran_ATCC_51502_V1
641146	SAMN02463832	Scardovia inopinata F0304	2532	GCF_000163755.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/755/GCF_000163755.1_ASM16375v1	GCA_000163755.1	PRJNA41979	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/755/GCA_000163755.1_ASM16375v1
642492	SAMN00013959	Cellulosilyticum lentocellum DSM 5427	2467	GCF_000178835.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/835/GCF_000178835.2_ASM17883v2	GCA_000178835.2	PRJNA41511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/835/GCA_000178835.2_ASM17883v2
644042	SAMN02603864	Lactobacillus plantarum JDM1	1108	GCF_000023085.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/085/GCF_000023085.1_ASM2308v1	GCA_000023085.1	PRJNA32969	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/085/GCA_000023085.1_ASM2308v1
644283	SAMN00006196	Micromonospora aurantiaca ATCC 27029	2137	GCF_000145235.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/235/GCF_000145235.1_ASM14523v1	GCA_000145235.1	PRJNA37957	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/235/GCA_000145235.1_ASM14523v1
644284	SAMN02598519	Arcanobacterium haemolyticum DSM 20595	2134	GCF_000092365.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/365/GCF_000092365.1_ASM9236v1	GCA_000092365.1	PRJNA37925	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/365/GCA_000092365.1_ASM9236v1
645127	SAMN02603033	Corynebacterium kroppenstedtii DSM 44385	2146	GCF_000023145.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/145/GCF_000023145.1_ASM2314v1	GCA_000023145.1	PRJNA38011	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/145/GCA_000023145.1_ASM2314v1
645462	SAMEA3138290	Clostridium difficile CD196	535	GCF_000085225.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/085/225/GCF_000085225.1_ASM8522v1	GCA_000085225.1	PRJNA38037	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/085/225/GCA_000085225.1_ASM8522v1
645462	SAMN01766601	Clostridium difficile CD196	535	GCF_000449605.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/449/605/GCF_000449605.2_ASM44960v2	GCA_000449605.2	PRJNA85773	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/449/605/GCA_000449605.2_ASM44960v2
645463	NA	Clostridium difficile R20291	535	NA	NA	NA	NA	NA	NA
645464	SAMN02603174	Campylobacter jejuni jejuni M1	149	GCF_000148705.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/705/GCF_000148705.1_ASM14870v1	GCA_000148705.1	PRJNA38041	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/705/GCA_000148705.1_ASM14870v1
649746	NA	Anaerobaculum hydrogeniformans OS1, ATCC BAA-1850	1947	NA	NA	NA	NA	NA	NA
649747	SAMN02436721	Aneurinibacillus aneurinilyticus ATCC 12856	11211	GCF_000466385.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/385/GCF_000466385.1_ASM46638v1	GCA_000466385.1	PRJNA38313	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/385/GCA_000466385.1_ASM46638v1
649754	SAMN00189098	Corynebacterium ammoniagenes DSM 20306	2262	GCF_000164115.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/115/GCF_000164115.1_ASM16411v1	GCA_000164115.1	PRJNA38319	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/115/GCA_000164115.1_ASM16411v1
649754	SAMN02996495	Corynebacterium ammoniagenes DSM 20306	2262	GCF_001941425.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/425/GCF_001941425.1_ASM194142v1	GCA_001941425.1	PRJNA242361	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/425/GCA_001941425.1_ASM194142v1
649757	SAMN02436796	Anaerostipes hadrus DSM 3319	11173	GCF_000332875.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/875/GCF_000332875.2_ASM33287v2	GCA_000332875.2	PRJNA38323	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/875/GCA_000332875.2_ASM33287v2
649764	SAMN00008861	Slackia exigua ATCC 700122	2266	GCF_000162875.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/875/GCF_000162875.1_ASM16287v1	GCA_000162875.1	PRJNA38335	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/875/GCA_000162875.1_ASM16287v1
655811	SAMN00120584	Anaerococcus vaginalis ATCC 51170	2191	GCF_000163295.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/295/GCF_000163295.1_ASM16329v1	GCA_000163295.1	PRJNA38727	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/295/GCA_000163295.1_ASM16329v1
655812	SAMN00139312	Aerococcus viridans ATCC 11563	2192	GCF_000178435.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/435/GCF_000178435.1_ASM17843v1	GCA_000178435.1	PRJNA38729	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/435/GCA_000178435.1_ASM17843v1
657309	NA	Bacteroides xylanisolvens XB1A	2240	NA	NA	NA	NA	NA	NA
657310	NA	Enterococcus sp. 7L76	NA	NA	NA	NA	NA	NA	NA
657313	NA	Ruminococcus torques L2-14	973	NA	NA	NA	NA	NA	NA
657314	NA	Ruminococcus obeum A2-162	972	NA	NA	NA	NA	NA	NA
657316	NA	Megamonas hypermegale ART12/1	2231	NA	NA	NA	NA	NA	NA
657317	NA	Eubacterium rectale M104/1	1735	NA	NA	NA	NA	NA	NA
657319	NA	Eubacterium siraeum 70/3	950	NA	NA	NA	NA	NA	NA
657321	SAMEA3138353	Ruminococcus bromii L2-63	2230	GCF_900291485.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/291/485/GCF_900291485.1_R_bromii_L2_63_validated_080218.embl.gz	GCA_900291485.1	PRJEB24861	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/291/485/GCA_900291485.1_R_bromii_L2_63_validated_080218.embl.gz
657322	NA	Faecalibacterium prausnitzii SL3/3	682	NA	NA	NA	NA	NA	NA
657323	NA	Ruminococcus sp. SR1/5	13687	NA	NA	NA	NA	NA	NA
657324	NA	Butyrivibrio fibrisolvens 16/4	2228	NA	NA	NA	NA	NA	NA
658089	SAMN02463776	Lachnospiraceae bacterium sp. 5_1_63FAA	2347	GCF_000185525.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/525/GCF_000185525.1_ASM18552v1	GCA_000185525.1	PRJNA39389	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/525/GCA_000185525.1_ASM18552v1
658659	NA	Erysipelotrichaceae bacterium sp. 3_1_53	2338	NA	NA	NA	NA	NA	NA
658664	NA	Ralstonia sp. 5_7_47FAA	NA	NA	NA	NA	NA	NA	NA
663952	SAMN02428924	Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957	823	GCF_000188315.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/315/GCF_000188315.1_ASM18831v1	GCA_000188315.1	PRJNA39781	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/315/GCA_000188315.1_ASM18831v1
665937	NA	Anaerostipes sp. 3_2_56FAA	NA	NA	NA	NA	NA	NA	NA
665943	SAMN02463797	Eggerthella sp. 1_3_56FAA	13729	GCF_000185625.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/625/GCF_000185625.1_ASM18562v1	GCA_000185625.1	PRJNA40023	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/625/GCA_000185625.1_ASM18562v1
665951	SAMN02463800	Lachnospiraceae bacterium sp. 8_1_57FAA	2372	GCF_000185545.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/545/GCF_000185545.1_ASM18554v1	GCA_000185545.1	PRJNA40029	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/545/GCA_000185545.1_ASM18554v1
665953	SAMN02463790	Bacteroides eggerthii 1_2_48FAA	1938	GCF_000185605.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/605/GCF_000185605.1_ASM18560v1	GCA_000185605.1	PRJNA40009	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/605/GCA_000185605.1_ASM18560v1
665953	SAMN02463790	Bacteroides eggerthii 1_2_48FAA	1938	GCF_000185605.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/605/GCF_000185605.1_ASM18560v1	GCA_000273465.1	PRJNA40009	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/273/465/GCA_000273465.1_PB_Bact_egge_1_2_48FAA_V1
665953	SAMN02463790	Bacteroides eggerthii 1_2_48FAA	1938	GCF_000273465.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/465/GCF_000273465.1_PB_Bact_egge_1_2_48FAA_V1	GCA_000185605.1	PRJNA40009	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/605/GCA_000185605.1_ASM18560v1
665953	SAMN02463790	Bacteroides eggerthii 1_2_48FAA	1938	GCF_000273465.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/465/GCF_000273465.1_PB_Bact_egge_1_2_48FAA_V1	GCA_000273465.1	PRJNA40009	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/273/465/GCA_000273465.1_PB_Bact_egge_1_2_48FAA_V1
675806	SAMN02393827	Vibrio mimicus MB-451	2327	GCF_000176375.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/375/GCF_000176375.1_ASM17637v1	GCA_000176375.1	PRJNA40509	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/375/GCA_000176375.1_ASM17637v1
675812	SAMN02393821	Grimontia hollisae CIP 101886	2387	GCF_000176515.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/515/GCF_000176515.1_ASM17651v1	GCA_000176515.1	PRJNA40495	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/515/GCA_000176515.1_ASM17651v1
679189	SAMN00003362	Prevotella timonensis CRIS 5C-B1	2391	GCF_000177055.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/055/GCF_000177055.1_ASM17705v1	GCA_000177055.1	PRJNA40667	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/055/GCA_000177055.1_ASM17705v1
679192	SAMN00003365	Bulleidia extructa W1219	2394	GCF_000177375.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/375/GCF_000177375.1_ASM17737v1	GCA_000177375.1	PRJNA40673	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/375/GCA_000177375.1_ASM17737v1
